Entity,Code,Year,Emissions,Ranking
Iraq,IRQ,1943,10959024,
Argentina,ARG,1924,10959024,
Sri Lanka,LKA,2003,10952128,
Angola,AGO,1995,10948303,
Qatar,QAT,1975,10947378,
Sri Lanka,LKA,2002,10946683,
Moldova,MDA,1960,10941982,
Honduras,HND,2019,10928412,96
Finland,FIN,1955,10925492,
Bolivia,BOL,1998,10923828,
Ireland,IRL,1956,10923165,
Slovakia,SVK,1920,10898363,
Italy,ITA,1888,10896736,
Guatemala,GTM,2008,10893114,
Egypt,EGY,1952,10892903,
Italy,ITA,1892,10889408,
Bolivia,BOL,1997,10883063,
Germany,DEU,1844,10882080,
Germany,DEU,1842,10882080,
Panama,PAN,2015,10876993,92
Slovakia,SVK,1899,10864666,
Netherlands,NLD,1888,10860096,
Panama,PAN,2014,10855822,92
Zimbabwe,ZWE,1976,10854930,
Luxembourg,LUX,2012,10851399,90
Russia,RUS,1883,10848793,
Armenia,ARM,1968,10844310,
Luxembourg,LUX,1957,10837339,
Tajikistan,TJK,1986,10836872,
Tajikistan,TJK,1989,10833298,
Zimbabwe,ZWE,2016,10814761,91
Tajikistan,TJK,1985,10808590,
Uzbekistan,UZB,1944,10802975,
Hungary,HUN,1946,10797154,
Tajikistan,TJK,1987,10792456,
Slovakia,SVK,1900,10785744,
Jamaica,JAM,2008,10779635,
Egypt,EGY,1953,10778724,
Qatar,QAT,1972,10775408,
Hungary,HUN,1908,10772160,
Lithuania,LTU,1957,10764317,
Colombia,COL,1953,10761296,
China,CHN,1913,10757504,
Jamaica,JAM,2007,10749231,
Slovakia,SVK,1936,10736792,
Austria,AUT,1873,10728192,
Guatemala,GTM,2002,10721618,
Denmark,DNK,1925,10720864,
Afghanistan,AFG,2019,10720332,97
Zimbabwe,ZWE,2005,10699642,
Georgia,GEO,1959,10681261,
Jamaica,JAM,2003,10667060,
Hungary,HUN,1918,10651248,
Luxembourg,LUX,2009,10647821,
Egypt,EGY,1955,10642057,
Tanzania,TZA,2015,10637509,93
France,FRA,1836,10636592,
Norway,NOR,1947,10627362,
Spain,ESP,1899,10625600,
Slovenia,SVN,1974,10623396,
Azerbaijan,AZE,1951,10622693,
Netherlands,NLD,1889,10610944,
Zimbabwe,ZWE,2003,10608345,
Finland,FIN,1958,10607200,
Chile,CHL,1952,10603982,
Austria,AUT,1882,10599952,
Slovakia,SVK,1898,10589768,
Bulgaria,BGR,1953,10586137,
Slovenia,SVN,1973,10585487,
Indonesia,IDN,1924,10585296,
Jamaica,JAM,2001,10576440,
Jamaica,JAM,2004,10574223,
Hungary,HUN,1934,10573383,
Ukraine,UKR,1898,10569510,
Egypt,EGY,1951,10558736,
Armenia,ARM,1967,10547991,
Sweden,SWE,1920,10542065,
Tanzania,TZA,2016,10535291,92
Malaysia,MYS,1968,10530226,
Yemen,YEM,1996,10526873,
Denmark,DNK,1923,10526672,
Italy,ITA,1893,10523008,
Qatar,QAT,1978,10519005,
Oman,OMN,1988,10516576,
Moldova,MDA,1959,10509173,
Slovakia,SVK,1932,10507113,
Ireland,IRL,1951,10506628,
Mongolia,MNG,1987,10482469,
Qatar,QAT,1974,10478535,
Jordan,JOR,1990,10477856,
Norway,NOR,1938,10477702,
Luxembourg,LUX,2003,10476019,
Turkey,TUR,1952,10473534,
Sudan,SDN,2004,10470832,
Honduras,HND,2018,10470701,96
Denmark,DNK,1926,10468048,
Slovakia,SVK,1921,10466508,
Switzerland,CHE,1937,10464384,
Panama,PAN,2016,10462961,93
Mongolia,MNG,1989,10458963,
Switzerland,CHE,1938,10458105,
Denmark,DNK,1915,10453392,
Kyrgyzstan,KGZ,1964,10453017,
Afghanistan,AFG,2018,10452666,97
Guatemala,GTM,2003,10447908,
Norway,NOR,1936,10441182,
Turkmenistan,TKM,1954,10429581,
Latvia,LVA,1969,10426948,
Yemen,YEM,2016,10425844,94
Zimbabwe,ZWE,1983,10425096,
Angola,AGO,1996,10424825,
Luxembourg,LUX,1959,10419643,
Jamaica,JAM,2005,10416539,
Norway,NOR,1949,10407017,
Ecuador,ECU,1978,10406424,
Chile,CHL,1953,10402670,
Bolivia,BOL,1999,10376044,
Qatar,QAT,1976,10374896,
Zimbabwe,ZWE,2019,10374287,98
Luxembourg,LUX,1956,10368466,
Zimbabwe,ZWE,2006,10364869,
Slovakia,SVK,1897,10358322,
Lebanon,LBN,1993,10354995,
Ireland,IRL,1937,10354464,
Yemen,YEM,1995,10352159,
Philippines,PHL,1962,10335915,
Switzerland,CHE,1953,10333419,
Venezuela,VEN,1943,10332034,
Bolivia,BOL,2002,10328120,
Sri Lanka,LKA,2001,10327266,
Sweden,SWE,1904,10325152,
New Zealand,NZL,1959,10319230,
Austria,AUT,1881,10314160,
Jamaica,JAM,2000,10313990,
Estonia,EST,1956,10309276,
New Zealand,NZL,1957,10304663,
Luxembourg,LUX,2013,10303872,92
Kenya,KEN,2000,10301570,
Germany,DEU,1843,10299504,
Latvia,LVA,1994,10296752,
Georgia,GEO,2019,10286677,99
Netherlands,NLD,1890,10284848,
Kyrgyzstan,KGZ,2015,10277541,94
Switzerland,CHE,1929,10263735,
Yemen,YEM,2019,10255048,100
Zimbabwe,ZWE,2017,10246841,94
Guatemala,GTM,2001,10233215,
Egypt,EGY,1950,10233085,
Switzerland,CHE,1950,10232846,
Pakistan,PAK,1958,10223614,
Peru,PER,1963,10223164,
Switzerland,CHE,1932,10222985,
Afghanistan,AFG,2012,10218514,91
Belarus,BLR,1935,10217004,
Denmark,DNK,1916,10215232,
Zimbabwe,ZWE,1985,10213709,
Switzerland,CHE,1948,10211101,
Hungary,HUN,1932,10210766,
Hungary,HUN,1907,10204240,
Jamaica,JAM,2002,10202580,
Bangladesh,BGD,1985,10189154,
Turkey,TUR,1951,10184316,
New Zealand,NZL,1958,10179998,
Kyrgyzstan,KGZ,2018,10168880,98
Australia,AUS,1900,10167600,
Belgium,BEL,1851,10167600,
Hungary,HUN,1906,10163936,
Sweden,SWE,1905,10163936,
Georgia,GEO,1958,10159014,
Myanmar,MMR,2009,10155499,
Canada,CAN,1887,10149280,
Italy,ITA,1887,10149280,
Greece,GRC,1962,10148825,
Ireland,IRL,1936,10145616,
Argentina,ARG,1913,10145616,
Mexico,MEX,1914,10141952,
Austria,AUT,1871,10141952,
Sri Lanka,LKA,2000,10133817,
Tajikistan,TJK,1990,10133077,
Hungary,HUN,1925,10130960,
Malaysia,MYS,1967,10127602,
Sweden,SWE,1922,10126600,
Nepal,NPL,2017,10123518,95
Yemen,YEM,2017,10107076,96
Kyrgyzstan,KGZ,2014,10094579,93
Switzerland,CHE,1931,10094537,
Armenia,ARM,1966,10087520,
Luxembourg,LUX,1958,10086190,
Honduras,HND,2015,10082024,95
India,IND,1899,10071202,
Jamaica,JAM,1997,10068187,
Poland,POL,1863,10054016,
Myanmar,MMR,2000,10042507,
Kenya,KEN,1999,10029325,
South Africa,ZAF,1905,10028368,
Sudan,SDN,2005,10028067,
Tajikistan,TJK,1984,10022862,
United Kingdom,GBR,1760,10017376,
United Kingdom,GBR,1759,10017376,
United Kingdom,GBR,1758,10013712,
Latvia,LVA,1968,10011982,
Portugal,PRT,1963,10011581,
United Kingdom,GBR,1757,10010048,
Romania,ROU,1924,10006384,
Austria,AUT,1872,10006384,
United Kingdom,GBR,1756,10006384,
Hungary,HUN,1933,10005641,
Luxembourg,LUX,2002,10003049,
Kyrgyzstan,KGZ,2012,9999826,92
Ireland,IRL,1929,9999056,
Moldova,MDA,1958,9995418,
Serbia,SRB,1955,9987744,
Oman,OMN,1989,9985697,
Chile,CHL,1951,9981577,
Ukraine,UKR,1924,9980248,
Brunei,BRN,1973,9973408,
Kuwait,KWT,1961,9973408,
Ireland,IRL,1938,9965634,
Peru,PER,1962,9959593,
Jamaica,JAM,1999,9958188,
Uzbekistan,UZB,1935,9956562,
Panama,PAN,2011,9952139,92
Yemen,YEM,2018,9945288,99
Argentina,ARG,1911,9944096,
Egypt,EGY,1956,9942292,
Yemen,YEM,1989,9935053,
Tajikistan,TJK,1983,9934470,
Pakistan,PAK,1959,9921033,
Kazakhstan,KAZ,1930,9920857,
Switzerland,CHE,1936,9920062,
Georgia,GEO,1993,9916291,
Qatar,QAT,1977,9916029,
Kenya,KEN,2008,9911712,
Tanzania,TZA,2013,9908124,93
Georgia,GEO,2016,9905193,95
Jordan,JOR,1991,9902967,
Tanzania,TZA,2014,9900263,94
Honduras,HND,2017,9899065,97
Kenya,KEN,1998,9896042,
Mongolia,MNG,1990,9889986,
Luxembourg,LUX,1955,9884848,
Norway,NOR,1954,9882352,
Slovakia,SVK,1935,9881965,
Zimbabwe,ZWE,1984,9879639,
Luxembourg,LUX,1989,9875824,
Yemen,YEM,1992,9874232,
Slovakia,SVK,1923,9873261,
Georgia,GEO,2018,9862173,100
Senegal,SEN,2016,9858970,96
Ukraine,UKR,1925,9850353,
Senegal,SEN,2015,9846348,96
Ireland,IRL,1931,9841504,
Lithuania,LTU,1956,9835995,
Malaysia,MYS,1966,9834393,
Zimbabwe,ZWE,2007,9834014,
Georgia,GEO,2017,9831913,98
Indonesia,IDN,1950,9830512,
Kyrgyzstan,KGZ,1963,9828707,
Luxembourg,LUX,2014,9825216,95
Oman,OMN,1986,9824880,
Senegal,SEN,2019,9822725,101
Greece,GRC,1961,9808427,
Sweden,SWE,1903,9804864,
Azerbaijan,AZE,1950,9800992,
Tunisia,TUN,1981,9800159,
Tajikistan,TJK,1980,9800021,
Bolivia,BOL,1995,9798969,
Tajikistan,TJK,1982,9795046,
Slovakia,SVK,1896,9787245,
China,CHN,1912,9786544,
Netherlands,NLD,1887,9786544,
Luxembourg,LUX,2019,9784853,102
Norway,NOR,1953,9783482,
Norway,NOR,1935,9781810,
Ethiopia,ETH,2013,9780800,94
Myanmar,MMR,2003,9780161,
Bolivia,BOL,1996,9774519,
Panama,PAN,2012,9767596,93
Guatemala,GTM,2000,9765788,
Denmark,DNK,1914,9764560,
Kosovo,OWID_KOS,2019,9741437,103
Latvia,LVA,1967,9738283,
Lebanon,LBN,1992,9726954,
Ireland,IRL,1950,9726138,
Cambodia,KHM,2016,9724038,97
Myanmar,MMR,2008,9722478,
Ireland,IRL,1957,9718482,
Ghana,GHA,2010,9710739,
Bahamas,BHS,1977,9708689,
Jamaica,JAM,1998,9694035,
Senegal,SEN,2018,9690405,101
Jamaica,JAM,1996,9687622,
Norway,NOR,1952,9684764,
New Zealand,NZL,1956,9674811,
Angola,AGO,2001,9671519,
Kyrgyzstan,KGZ,2013,9658456,95
Syria,SYR,1974,9654411,
Denmark,DNK,1922,9650976,
Kyrgyzstan,KGZ,2016,9640255,98
Morocco,MAR,1973,9625908,
Colombia,COL,1954,9621435,
Ireland,IRL,1952,9619792,
Ghana,GHA,2007,9619301,
Hungary,HUN,1901,9618000,
Netherlands,NLD,1886,9618000,
Tajikistan,TJK,1981,9614046,
Zimbabwe,ZWE,1980,9613952,
Austria,AUT,1943,9611216,
Slovakia,SVK,1933,9609747,
Slovakia,SVK,1934,9599098,
Mongolia,MNG,1986,9595107,
Georgia,GEO,2015,9588737,97
Indonesia,IDN,1923,9588688,
Hungary,HUN,1900,9585024,
Taiwan,TWN,1958,9569933,
Luxembourg,LUX,2018,9568520,102
Switzerland,CHE,1933,9566704,
Brunei,BRN,2018,9560399,103
Switzerland,CHE,1930,9556195,
Switzerland,CHE,1934,9555712,
Honduras,HND,2016,9554403,99
Slovakia,SVK,1895,9552251,
Brunei,BRN,2017,9552048,99
Ireland,IRL,1930,9552048,
Armenia,ARM,1965,9552024,
Yemen,YEM,1988,9550232,
Turkmenistan,TKM,1953,9548723,
Germany,DEU,1841,9548384,
Brunei,BRN,2011,9544720,93
Spain,ESP,1897,9544720,
Kenya,KEN,2007,9540385,
Ireland,IRL,1953,9535490,
Brunei,BRN,1978,9533728,
Ireland,IRL,1935,9533728,
Russia,RUS,1882,9531680,
Denmark,DNK,1913,9526400,
Yemen,YEM,1990,9521369,
Norway,NOR,1929,9520614,
Georgia,GEO,1957,9517479,
Angola,AGO,2000,9515061,
Jordan,JOR,1987,9506019,
Luxembourg,LUX,1981,9496004,
Brunei,BRN,2012,9493476,94
Tunisia,TUN,1982,9492860,
Turkey,TUR,1950,9488155,
Norway,NOR,1934,9485086,
Ireland,IRL,1934,9482432,
Zimbabwe,ZWE,2011,9480313,94
Argentina,ARG,1912,9478768,
Norway,NOR,1951,9475946,
Switzerland,CHE,1935,9475104,
Slovenia,SVN,1971,9466668,
Thailand,THA,1966,9465437,
Tunisia,TUN,1980,9465326,
Indonesia,IDN,1942,9456784,
Brunei,BRN,1972,9453120,
Switzerland,CHE,1947,9445593,
Zimbabwe,ZWE,1979,9431655,
Hungary,HUN,1905,9431136,
Tajikistan,TJK,1979,9429244,
Zimbabwe,ZWE,2004,9428555,
Bulgaria,BGR,1952,9428402,
Ukraine,UKR,1897,9424136,
Netherlands,NLD,1885,9420144,
Estonia,EST,1955,9407299,
Mongolia,MNG,2006,9405776,
Zimbabwe,ZWE,1981,9405387,
Oman,OMN,1987,9401796,
Luxembourg,LUX,1952,9401378,
Venezuela,VEN,1937,9397982,
New Zealand,NZL,1955,9392832,
Greece,GRC,1960,9391531,
Austria,AUT,1944,9390832,
Indonesia,IDN,1951,9390416,
Iraq,IRQ,1963,9383364,
Spain,ESP,1898,9372512,
Senegal,SEN,2017,9364330,100
Moldova,MDA,1957,9364236,
United Kingdom,GBR,1755,9361520,
United Kingdom,GBR,1754,9357856,
United Kingdom,GBR,1753,9354192,
United Kingdom,GBR,1752,9354192,
Tajikistan,TJK,1978,9352260,
United Kingdom,GBR,1751,9350528,
United Kingdom,GBR,1750,9350528,
Slovakia,SVK,1922,9341201,
Honduras,HND,2014,9338725,96
Vietnam,VNM,1962,9337664,
Libya,LBY,1974,9337575,
Kenya,KEN,2006,9336551,
Luxembourg,LUX,2015,9333169,98
Belgium,BEL,1850,9332208,
New Zealand,NZL,1952,9320146,
Belgium,BEL,1847,9317552,
Latvia,LVA,1966,9313069,
United States of America,USA,1844,9306560,
Spain,ESP,1896,9302896,
Portugal,PRT,1962,9289892,
Denmark,DNK,1912,9284576,
Zimbabwe,ZWE,1977,9284411,
Zimbabwe,ZWE,1978,9279682,
Hungary,HUN,1904,9277248,
Zimbabwe,ZWE,1973,9270850,
Ireland,IRL,1933,9266256,
Kyrgyzstan,KGZ,2017,9262863,101
Mongolia,MNG,1993,9262624,
France,FRA,1835,9258928,
Switzerland,CHE,1913,9251600,
Luxembourg,LUX,2017,9250402,102
Luxembourg,LUX,1985,9248506,
Honduras,HND,2013,9244730,96
Hungary,HUN,1921,9236944,
Kenya,KEN,2001,9235654,
Luxembourg,LUX,2001,9226367,
Iran,IRN,1922,9225952,
Luxembourg,LUX,1996,9219908,
Slovakia,SVK,1894,9203752,
Norway,NOR,1933,9179236,
Jordan,JOR,1988,9177012,
Hungary,HUN,1903,9174656,
Germany,DEU,1840,9174656,
Jamaica,JAM,1995,9173406,
Sweden,SWE,1900,9170992,
Luxembourg,LUX,1995,9170300,
Latvia,LVA,1996,9170268,
Jordan,JOR,1986,9165052,
Kyrgyzstan,KGZ,1962,9164748,
Ghana,GHA,2006,9160029,
Kenya,KEN,1996,9154972,
Myanmar,MMR,2002,9153799,
Austria,AUT,1874,9152672,
Finland,FIN,1954,9152148,
Qatar,QAT,1971,9144304,
India,IND,1898,9140310,
Malaysia,MYS,1969,9137758,
Israel,ISR,1964,9137254,
Sweden,SWE,1899,9134352,
Angola,AGO,1999,9129778,
Yemen,YEM,1991,9128576,
Luxembourg,LUX,1986,9127641,
Luxembourg,LUX,1988,9126661,
Tajikistan,TJK,1991,9122444,
Jamaica,JAM,1978,9111995,
Vietnam,VNM,1963,9110377,
Pakistan,PAK,1957,9104665,
Ireland,IRL,1954,9091640,
Latvia,LVA,1995,9090308,
Brunei,BRN,2019,9088688,104
Austria,AUT,1916,9086720,
Luxembourg,LUX,2016,9080253,100
Jordan,JOR,1989,9079754,
Portugal,PRT,1961,9078034,
Bangladesh,BGD,1984,9077152,
Panama,PAN,2010,9072716,
New Zealand,NZL,1954,9067093,
Iraq,IRQ,1964,9063972,
Tanzania,TZA,2012,9062163,95
Algeria,DZA,1968,9050236,
Russia,RUS,1881,9049262,
Zimbabwe,ZWE,1974,9047019,
Tajikistan,TJK,1977,9042100,
Belarus,BLR,1934,9025920,
Turkmenistan,TKM,1952,9025247,
Iraq,IRQ,1962,9020836,
Netherlands,NLD,1884,9017104,
Luxembourg,LUX,1984,9016745,
Netherlands,NLD,1883,9009776,
Luxembourg,LUX,1951,9009241,
South Korea,KOR,1958,9008587,
Armenia,ARM,1964,9004413,
Mongolia,MNG,1985,8997941,
Brunei,BRN,2008,8991456,
Honduras,HND,2012,8988641,96
Angola,AGO,2003,8988368,
Yemen,YEM,1994,8982617,
Tajikistan,TJK,2019,8979885,105
Slovakia,SVK,1893,8978513,
Albania,ALB,1989,8976800,
Lithuania,LTU,1955,8971320,
Belgium,BEL,1846,8965808,
North Korea,PRK,1956,8963401,
Switzerland,CHE,1928,8963252,
Ireland,IRL,1958,8956370,
Brazil,BRA,1947,8947467,
Luxembourg,LUX,1982,8935140,
Myanmar,MMR,1999,8930038,
Ghana,GHA,2008,8925881,
Brunei,BRN,2014,8925504,97
Switzerland,CHE,1915,8925504,
Sweden,SWE,1902,8925504,
France,FRA,1834,8921840,
Argentina,ARG,1910,8907184,
Syria,SYR,1971,8874187,
Austria,AUT,1879,8863216,
Slovenia,SVN,1972,8860106,
Kosovo,OWID_KOS,2016,8859552,101
Hungary,HUN,1902,8848560,
Nepal,NPL,2016,8841118,102
Luxembourg,LUX,1987,8835071,
Latvia,LVA,1965,8818782,
Croatia,HRV,1969,8815712,
Pakistan,PAK,1956,8812264,
Saudi Arabia,SAU,1945,8811920,
Ireland,IRL,1947,8810732,
Guatemala,GTM,1999,8807045,
Laos,LAO,2015,8805847,99
Poland,POL,1862,8804592,
Peru,PER,1937,8800601,
Canada,CAN,1886,8797264,
Senegal,SEN,2014,8796047,98
Uzbekistan,UZB,1934,8795589,
Azerbaijan,AZE,1949,8792079,
Slovenia,SVN,1970,8789594,
Georgia,GEO,2014,8787144,99
Slovakia,SVK,1892,8783425,
Luxembourg,LUX,1954,8781984,
Zimbabwe,ZWE,1982,8779857,
Indonesia,IDN,1944,8771616,
South Africa,ZAF,1904,8767952,
Switzerland,CHE,1912,8760624,
Indonesia,IDN,1921,8756960,
Tunisia,TUN,1979,8750262,
Tajikistan,TJK,1976,8744873,
Spain,ESP,1894,8734976,
Belgium,BEL,1849,8734976,
Zimbabwe,ZWE,1971,8732719,
Luxembourg,LUX,2000,8731566,
Kyrgyzstan,KGZ,1961,8731441,
Norway,NOR,1930,8726636,
Serbia,SRB,1954,8721904,
Philippines,PHL,1961,8712524,
Iraq,IRQ,1961,8709218,
Cyprus,CYP,2008,8707253,
Mozambique,MOZ,2019,8705807,106
Georgia,GEO,1956,8697059,
Myanmar,MMR,2001,8680245,
Denmark,DNK,1918,8676352,
Argentina,ARG,1914,8672688,
Norway,NOR,1927,8667718,
Finland,FIN,1952,8654883,
Netherlands,NLD,1917,8654368,
Luxembourg,LUX,1953,8653774,
Slovakia,SVK,1891,8652183,
Latvia,LVA,1997,8645952,
Norway,NOR,1932,8643426,
Guatemala,GTM,1998,8639363,
Honduras,HND,2011,8634527,95
Peru,PER,1961,8633641,
Colombia,COL,1952,8633225,
Mexico,MEX,1912,8632384,
Latvia,LVA,2007,8631989,
Yemen,YEM,1987,8626651,
Yemen,YEM,1993,8626009,
Oman,OMN,1985,8618546,
Switzerland,CHE,1911,8610400,
Spain,ESP,1895,8603072,
Canada,CAN,1884,8599408,
Honduras,HND,2007,8598354,
Switzerland,CHE,1927,8595744,
North Korea,PRK,1938,8594587,
Uruguay,URY,2012,8593089,97
Bolivia,BOL,1994,8592454,
Russia,RUS,1880,8591526,
Japan,JPN,1893,8573760,
Mongolia,MNG,2005,8573710,
Yemen,YEM,1985,8573361,
Luxembourg,LUX,1997,8573106,
Mongolia,MNG,2004,8570727,
New Zealand,NZL,1950,8569056,
Bolivia,BOL,2001,8560604,
Moldova,MDA,1956,8557050,
Bangladesh,BGD,1982,8552280,
New Zealand,NZL,1953,8550647,
Latvia,LVA,2010,8548879,
Austria,AUT,1942,8545348,
Cyprus,CYP,2007,8538918,
Hungary,HUN,1898,8533456,
Jamaica,JAM,1979,8529582,
Switzerland,CHE,1949,8529504,
Sweden,SWE,1901,8522464,
Honduras,HND,2008,8517677,
Sri Lanka,LKA,1999,8517547,
Costa Rica,CRI,2019,8507521,107
Kyrgyzstan,KGZ,1993,8501585,
Croatia,HRV,1968,8501033,
Oman,OMN,1977,8500480,
Jamaica,JAM,2013,8492241,97
Switzerland,CHE,1916,8482160,
Romania,ROU,1923,8474832,
Armenia,ARM,1963,8466814,
Kyrgyzstan,KGZ,1960,8466105,
Finland,FIN,1948,8457918,
Cyprus,CYP,2009,8453798,
Norway,NOR,1928,8453624,
New Caledonia,NCL,2019,8451602,108
Chile,CHL,1950,8450768,
Norway,NOR,1915,8449184,
Ireland,IRL,1941,8447995,
Cambodia,KHM,2015,8446276,100
Argentina,ARG,1923,8445520,
Jamaica,JAM,1980,8445435,
Ireland,IRL,1948,8443915,
Afghanistan,AFG,2013,8440766,98
Norway,NOR,1950,8432180,
Algeria,DZA,1967,8431587,
Turkmenistan,TKM,1951,8427740,
Switzerland,CHE,1914,8427200,
Jordan,JOR,1985,8421513,
Tajikistan,TJK,1975,8420964,
Algeria,DZA,1966,8420862,
Panama,PAN,2009,8419355,
Mexico,MEX,1911,8401552,
Afghanistan,AFG,2010,8397779,
Mozambique,MOZ,2018,8383478,104
Malaysia,MYS,1965,8380229,
Ukraine,UKR,1923,8376859,
Luxembourg,LUX,1983,8376160,
Italy,ITA,1885,8375904,
Kosovo,OWID_KOS,2010,8372240,
Slovakia,SVK,1890,8345362,
Ireland,IRL,1949,8344839,
Kosovo,OWID_KOS,2015,8339264,101
Kenya,KEN,2005,8338637,
Italy,ITA,1886,8328272,
Philippines,PHL,1960,8325063,
Oman,OMN,1976,8320944,
Latvia,LVA,1964,8313301,
Switzerland,CHE,1940,8311001,
Zimbabwe,ZWE,1975,8310912,
Kosovo,OWID_KOS,2011,8309952,96
Brunei,BRN,2007,8309952,
Latvia,LVA,2006,8305734,
Indonesia,IDN,1922,8298960,
Spain,ESP,1892,8298960,
Estonia,EST,1954,8297023,
Jamaica,JAM,1973,8290418,
Sudan,SDN,2003,8284643,
Belgium,BEL,1848,8284304,
Latvia,LVA,1998,8280688,
Hungary,HUN,1899,8273312,
Paraguay,PRY,2019,8272283,109
India,IND,1897,8266722,
Mongolia,MNG,2002,8262491,
Latvia,LVA,2019,8262338,110
Indonesia,IDN,1920,8262320,
Cameroon,CMR,2016,8259621,103
Mozambique,MOZ,2014,8259323,100
Iraq,IRQ,1960,8256160,
Jamaica,JAM,2011,8255605,97
Georgia,GEO,2012,8251070,98
Costa Rica,CRI,2018,8249118,105
Jordan,JOR,1984,8246872,
Bahamas,BHS,1975,8246119,
Canada,CAN,1885,8244000,
Denmark,DNK,1919,8236672,
Costa Rica,CRI,2017,8235193,103
Cyprus,CYP,2006,8223174,
Belgium,BEL,1845,8218352,
Zimbabwe,ZWE,1972,8215826,
South Korea,KOR,1957,8214302,
Portugal,PRT,1960,8213508,
New Caledonia,NCL,2018,8209040,106
Brunei,BRN,1970,8203696,
Uruguay,URY,2008,8200664,
Hungary,HUN,1945,8199883,
Israel,ISR,1963,8199567,
Ireland,IRL,1946,8195150,
Latvia,LVA,2008,8192819,
Yemen,YEM,1986,8192041,
Kosovo,OWID_KOS,2018,8191949,107
Jamaica,JAM,1994,8190959,
Morocco,MAR,1971,8190334,
Bangladesh,BGD,1983,8188274,
Taiwan,TWN,1957,8182939,
Jamaica,JAM,1975,8180779,
Brunei,BRN,1974,8178048,
New Zealand,NZL,1951,8170066,
Peru,PER,1960,8164620,
Bulgaria,BGR,1951,8164502,
Colombia,COL,1951,8164442,
Zimbabwe,ZWE,1970,8154132,
Ukraine,UKR,1896,8150896,
Luxembourg,LUX,1999,8147984,
Mozambique,MOZ,2017,8147331,104
Jamaica,JAM,2016,8141448,104
Kyrgyzstan,KGZ,1959,8130781,
Kosovo,OWID_KOS,2009,8130416,
Netherlands,NLD,1882,8130416,
Japan,JPN,1891,8123088,
Greece,GRC,1959,8120928,
Kenya,KEN,1997,8119772,
Spain,ESP,1893,8119424,
Sweden,SWE,1918,8115357,
Lebanon,LBN,1991,8114877,
Ethiopia,ETH,2012,8109942,99
Paraguay,PRY,2018,8103032,108
Ecuador,ECU,1976,8100596,
Ireland,IRL,1926,8097440,
Kosovo,OWID_KOS,2017,8093776,105
Austria,AUT,1876,8090112,
Cyprus,CYP,2010,8089011,
Norway,NOR,1931,8086297,
Japan,JPN,1892,8075456,
Honduras,HND,2009,8072720,
Switzerland,CHE,1909,8068128,
Serbia,SRB,1949,8062618,
Brunei,BRN,2010,8060800,
Spain,ESP,1936,8054700,
Oman,OMN,1984,8053472,
Albania,ALB,1986,8049808,
Myanmar,MMR,1998,8037068,
Morocco,MAR,1972,8036103,
Cyprus,CYP,2005,8031301,
Netherlands,NLD,1881,8027824,
Mongolia,MNG,1996,8023326,
Paraguay,PRY,2017,8014918,106
Jamaica,JAM,2019,8014192,111
Tajikistan,TJK,1974,8009699,
Jamaica,JAM,2018,8009662,109
Georgia,GEO,2013,8008749,99
Mongolia,MNG,2003,8007876,
Ukraine,UKR,1895,8006794,
Kosovo,OWID_KOS,2013,8005840,100
Denmark,DNK,1909,8005840,
Switzerland,CHE,1908,8005840,
Peru,PER,1938,8005424,
Jamaica,JAM,1993,8000275,
Switzerland,CHE,1907,7998512,
Benin,BEN,2019,7998145,112
Costa Rica,CRI,2008,7991068,
Portugal,PRT,1959,7979696,
Vietnam,VNM,1961,7978350,
Finland,FIN,1951,7976833,
Austria,AUT,1941,7973112,
Netherlands,NLD,1880,7972864,
Bahamas,BHS,1980,7972125,
Turkey,TUR,1949,7967684,
Iraq,IRQ,1942,7961872,
Costa Rica,CRI,2007,7961282,
Honduras,HND,2010,7958539,
Uruguay,URY,2009,7947334,
Croatia,HRV,1967,7947082,
Spain,ESP,1891,7939888,
Jamaica,JAM,2015,7936619,102
Taiwan,TWN,1941,7935362,
Jamaica,JAM,2009,7933788,
Israel,ISR,1962,7932361,
Georgia,GEO,1955,7932329,
Croatia,HRV,1965,7930969,
Mongolia,MNG,1994,7927060,
Costa Rica,CRI,2016,7923749,105
Jamaica,JAM,2012,7912829,100
Lithuania,LTU,1954,7911424,
Afghanistan,AFG,2015,7904133,103
Mongolia,MNG,1995,7899350,
Norway,NOR,1916,7895920,
Armenia,ARM,1962,7895004,
Bangladesh,BGD,1981,7886128,
Syria,SYR,1973,7885176,
Kosovo,OWID_KOS,2012,7873936,101
Albania,ALB,1985,7873936,
Mongolia,MNG,2001,7869910,
Lebanon,LBN,1990,7867863,
Zimbabwe,ZWE,2010,7864221,
Bahamas,BHS,1973,7862745,
Croatia,HRV,1966,7861360,
Latvia,LVA,2018,7859287,110
Austria,AUT,1875,7859280,
Senegal,SEN,2013,7853511,101
Brazil,BRA,1948,7847465,
Cyprus,CYP,2004,7840939,
Denmark,DNK,1911,7829968,
Kenya,KEN,2002,7819569,
Senegal,SEN,2011,7819325,98
Albania,ALB,1984,7818976,
Latvia,LVA,1963,7816872,
Kazakhstan,KAZ,1913,7807310,
Latvia,LVA,2005,7806676,
Latvia,LVA,2011,7805400,99
Moldova,MDA,1955,7804594,
Georgia,GEO,2011,7803739,100
Slovakia,SVK,1889,7803547,
Belgium,BEL,1844,7800656,
Jamaica,JAM,2017,7797546,107
Sweden,SWE,1919,7797207,
